subj	seqno	ndcm	pname	tr	matrix	acqdir	dname	fullpath
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	018_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/018_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	018_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/018_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	018_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/018_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	019_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/019_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	019_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/019_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	019_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/019_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	020_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/020_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	020_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/020_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	020_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/020_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	021_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/021_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	021_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/021_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	021_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/021_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	022_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/022_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	022_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/022_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	022_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/022_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	023_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/023_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	023_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/023_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	023_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/023_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	024_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/024_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	024_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/024_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	024_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/024_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	025_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/025_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	025_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/025_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	025_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/025_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	026_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/026_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	026_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/026_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	026_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/026_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	027_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/027_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	027_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/027_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	027_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/027_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	028_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/028_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	028_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/028_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	028_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/028_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	029_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/029_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	029_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/029_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	029_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/029_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	030_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/030_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	030_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/030_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	030_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/030_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	031_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/031_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	031_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/031_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	031_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/031_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	032_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/032_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	032_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/032_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	032_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/032_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	033_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/033_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	033_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/033_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	033_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/033_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	034_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/034_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	034_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/034_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	034_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/034_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	035_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/035_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	035_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/035_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	035_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/035_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	036_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/036_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	036_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/036_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	036_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/036_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	037_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/037_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	037_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/037_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	037_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/037_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	038_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/038_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	038_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/038_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	038_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/038_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	039_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/039_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	039_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/039_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	039_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/039_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	040_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/040_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	040_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/040_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	040_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/040_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	041_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/041_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	041_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/041_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	041_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/041_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	042_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/042_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	042_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/042_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	042_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/042_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	043_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/043_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	043_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/043_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	043_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/043_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	044_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/044_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	044_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/044_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	044_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/044_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	045_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/045_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	045_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/045_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	045_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/045_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	046_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/046_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	046_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/046_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	046_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/046_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	047_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/047_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	047_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/047_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	047_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/047_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	048_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/048_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	048_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/048_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	048_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/048_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	049_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/049_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	049_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/049_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	049_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/049_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	050_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/050_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	050_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/050_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	050_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/050_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	051_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/051_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	051_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/051_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	051_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/051_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	052_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/052_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	052_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/052_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	052_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/052_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	053_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/053_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	053_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/053_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	053_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/053_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	054_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/054_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	054_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/054_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	054_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/054_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	055_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/055_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	055_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/055_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	055_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/055_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	056_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/056_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	056_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/056_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	056_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/056_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	057_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/057_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	057_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/057_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	057_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/057_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	058_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/058_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	058_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/058_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	058_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/058_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	059_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/059_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	059_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/059_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	059_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/059_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	060_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/060_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	060_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/060_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	060_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/060_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	061_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/061_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	061_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/061_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	061_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/061_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	062_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/062_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	062_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/062_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	062_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/062_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	063_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/063_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	063_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/063_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	063_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/063_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	064_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/064_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	064_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/064_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	064_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/064_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	065_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/065_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	065_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/065_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	065_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/065_func-bold_task-rest/
